URL || System Output || ODP Ground Truth
http://www.hampshiresquash.co.uk/ || Information on squash tournaments in oxford , officiating news , squash related publications and videos for sale . || Featuring player pages , club information , events news along with full historical results available for team leagues and ladders for Hampshire .
http://www.i4u.com.au/ || Providing web and graphics design , hosting , database integration , multimedia development , including administrator and flash , and Internet Marketing . Located in flamborough in ontario canada . || Offers website and graphic design , hosting , e-commerce solutions , multimedia development , marketing and database solutions . Located in Gold Coast City , Queensland , Australia .
http://horndon.hitscricket.com/home/default.aspx || Includes news , history , fixtures , results and contacts for the kent based club . || Includes news , fixtures , results , photographs , team selection , and contacts for the Essex based club .
http://www.hooptournaments.com || 2 events for high school girls in Washington , Colorado , and California . Also a major regional event for boys and girls grades 4-8 in utah . || Six NCAA-Certified events for high school girls in Washington , Colorado , and California . Also a major regional event for boys and girls grades 4-8 in Utah .
http://www.rainfall-daffinson.com || Offers web page design and Marko Bijelic . || Offers minimalist web design
http://magazine.concordia.ca/ || Twice-yearly alumni magazine of the Concordia University , Concordia . || Quarterly publication for alumni of the Montreal school .
http://www.susqu.edu/orgs/crusader/ || Student weekly of point park university in pittsburgh . || Student weekly of Susquehanna University in Selinsgrove .
http://www.svsu.edu/athletics/womens/softball/news.html || University Center . Provides press releases , a player listing , scores , statistics , and coaching staff . || Cardinals . Provides press releases , a player listing , scores , statistics , and coaching staff .
http://hoodathletics.com/sports/wlax/index || Cross Country . Schedule of games with results , player roster and biographies , coaching staff , pictures and season preview . || Blazers . Game schedule , player awards , coaching staff and season summaries .
http://www.tsasquash.com || Squash camps offered in newport , USA by top players and coaches . || Largest squash summer camp program in the USA directed by former North American champion Mark Talbott .
http://www.bablokb.de/bochs-tools/ || A bablokb.de of an x86 pc with fully virtual peripherals , licensed under the ext2 . Describes the implementation and shows some screenshots as well as online-versions of the emulator running freedos and gnu/linux . || A collection of scripts and programs to be used together with the Bochs-emulator . The main goal was to provide a Unix-like interface to the emulator and to enable access to Bochs disk-images from outside of Bochs .
http://antispam.foundnews.com || Includes information regarding laws , filtering , spam prevention , and responsible marketing , as well as information and advice about how to complain about spam . Laws , anti-spam information , and links to other resources . || Spam blocking and prevention news and reviews .
http://www.lambutheagles.com/sport/5/7.php ||  || Lady Eagles - official web site with schedule and roster .
http://www.cs.ucr.edu/~jbyrne/vmware.htm || Provides description and downloads to run VMware to some extent on Slackware . || Describes the necessary steps to get VMware running on a PC running Slackware Linux .
http://www.newton.ac.uk/programmes/SMC/ || In association with the programme on Statistical Mechanics of Molecular and Cellular Biological Systems . Isaac Newton Institute , cambridge , uk ; 19 -- 23 january 2004 . || Research session at the Isaac Newton Institute for Mathematical Sciences , Cambridge , UK ; 19 January -- 9 July 2004 .
http://www.sachin-tendulkar.biz.ly || Fan site includes profile , statistics , and vintage photographs of the player . || Fan site highlighting the player 's personal favorites , memorable career moments and statistics .
http://www.acomhosting.com/ || Offers high-speed web site hosting for business , corporate , merchant and e-commerce customers on servers that are free of porn and spam . || Offers web hosting services supporting . NET framework .
http://10dulkar.tripod.com || Includes inc , photos , tournament wise statistics as a bowler and batsman and articles on the player . || Includes details about his career , coach , a gallery and a quiz .
http://www2.gcc.edu/sports/W-Track/wtf.htm || Wolverine men 's official site . Schedule , school records , coaching staff , and past season information . || Team sponsored site . Schedule , pictures , recruiting questionnaire , and links .
http://www.nsawa.com/ || Promotes softball in washington and llc , Wild West , wildwestdomains , slowpitch , fastpitch , umpiring . || Provides adult slowpitch softball tournaments and leagues . Tournaments , results , pictures , standings , and news items .
http://www.instantdirectory.net ||  || HTML code to add the Open Directory to a web site , with banner ads .
http://www.purleysquashclub.co.uk || Located in Purley . Monthly league and tournament information , newsletter , activities and contact information . || Located in Surrey , England . Includes coaching details , leagues , fixtures and results , and a listing of fees .
http://www.ceonex.com/ || Offers design , hosting , and pc reapair . || Full-service Internet consultants . Includes service descriptions , case studies and staff profiles .
http://www.obwcc.co.uk || Includes news , photo gallery , fixtures , results and league tables for the club based in Bristol . || Includes news , fixtures , results , averages and league tables for the Bristol based club .
http://laserpride.lasell.edu/sports/wlax/index || Track & Field . News articles , team statistics , season preview , coaching staff , player roster and game schedules . || Lasers . Coaching profile , news articles , season preview , player roster and game roster .
http://templegraftoncc.intheteam.com/ || Includes news , fixtures , results , player profiles and contact details for the club based in Nottingham . || Includes news , fixtures and results , player profiles and contact details for the club based in Alcester , Warwickshire .
http://www.nique.net/ || Student weekly of Georgia Tech in Atlanta . || Student weekly of Georgia Institute of Technology in Atlanta .
http://tools.ietf.org/html/rfc2284 || Internet standards for PPP . J. solomon , s. glass . February 1998 . || PPP Extensible Authentication Protocol . L. Blunk , J. Vollbrecht . March 1998 .
http://www.themiaa.com/sports/mtrack/index || Enom site . Composite schedule , conference leaders , current and past season championship information . || MIAA official site . Composite schedule , conference leaders , current and past season championship information .
http://www.twcbulldogs.com/sport/6/5.php || TWC - official site . News , roster , schedule , results . || Bulldogs - official site . Roster , schedule .
http://www.squashontario.com/ || Rankings , News , calendar , tournaments , equipment , and contacts . || Provincial governing body offering news , an events calendar , championships and tournaments , photo gallery , officials and coaching resources , links , and contacts .
http://www.centralmethodist.edu/cmathletics/trackfield/index.asp || Central Methodist Square site . News , coaching staff , roster , schedule , results , and awards . || Eagles official site . News , coaching staff , roster , schedule , results , and awards .
http://www.k-state.edu/lax/ || FastDomain Inc . Team news and updates , schedule , results , merchandise , game photos and contact information . || Wildcats . Practice and game schedule , game summaries , directions , related links and alumni information .
http://www3.amherst.edu/sports/current/m-squash/ || Team picture , quick facts , roster , seasonal outlook , coaching staff and a schedule of upcoming games . || Contains pictures , quick facts , a roster , coaching staff , archives , and a season preview .
http://www.umassathletics.com/sports/m-lacros/umas-m-lacros-body.html || UMass . Includes schedule with results , roster , statistics , history , news and information on coaches and home fields . || Minutemen . Includes schedule with results , roster , statistics , news , photos and history .
http://www.angelfire.com/on/slammin/indoor.html || Angelfire based out of US for men 30 years of age and over . Constitution , schedule , rules , scores , and contacts . || Contains registration information , schedule , rules of play and photos for the indoor league . Located at the Air Athletics Dome in Oakville , Ontario , Canada .
http://www.netresultz.co.nz/ || Offers web and graphics design , domain registration and hosting assistance , search engine submission . Also provides cd production . Located in nz , united states . || Offers design and hosting . Based in Christchurch , New Zealand .
http://williams.prestosports.com/sports/mtrack/index || News , schedule , coaching staff , roster , school records , All-Americans , pictures and links for the Ephs . || Eph news , schedule , results , coaching staff , roster , school records , All-Americans , pictures and links .
http://nwcsl.org || Provides news announcements , a list of area clubs , a tournament schedule , and standings . Located in Cheshire . || Contains announcements , forms , fixtures with results , and rankings . Located in Warrington , England .
http://searchenginewatch.com/2167171 ||  || Danny Sullivan covers the Lycos decision to abandon its crawler-based search engine for directory data . Discusses the large number of ODP volunteer editors and compares their editing power to that of Yahoo̢ $ s staff .
http://www.majorleaguelacrosse.com/ || Lacrosse team site includes news , roster , statistics , coaching staff , schedule , standings , tickets , and message board . || Official league site includes teams , schedule , scores , standings , TV schedule , and press releases .
http://cbs.sportsline.com/collegebasketball/teams/page/BST ||  || News , schedule , results , roster , statistics , injuries and alumni tracker .
http://tools.ietf.org/html/rfc2642 || VLS Protocol Specification . D. hamilton , d. ruffen . August 1999 . || Cabletron 's VLS Protocol Specification . L. Kane . August 1999 .
http://www.tawasquash.co.nz || Coaching and membership information . Located in Tawa . || Coaching and membership information . Located in Tawa , New Zealand .
http://www.swarthmore.edu/x1426.xml || Garnet 's outdoor official site . Outlook , coaching staff , roster , schedule , and results . || Garnet men 's outdoor official site . Outlook , coaching staff , roster , schedule , and results .
http://www.ccsj.edu/athletics/wtrack/index.html || Crimson Wave - official site . Schedule , roster , results , coaching staff . || Crimson Wave - official site . Schedule , roster , results , coaching staff .
http://orient.bowdoin.edu/orient/ || Student newspaper of the University of Southern Maine in Portland . || Student weekly of Bowdoin College , Brunswick .
http://www.mel.org/SPT--BrowseResourcesMoreSubjects.php || Catalog of reviewed sites as selected by the librarians at the Michigan || Sites in twenty-eight categories as selected by professional librarians .
http://www.balmelli.net || MarkMonitor , Inc , chaired by TUMBLR , about the relation between computational geometry and various application fields . This page also archives the discussion that it caused and related links . || A research staff member at the IBM T.J. Watson Center in Hawthorne , NY . His main interests and fields of research are computational geometry , digital geometry processing , data compression , data structures and optimization techniques . This site contains his recent publications , as well as demos and software .
http://godiplomats.com/sports/m-lacros/index || Diplomat . Roster , recruiting questionnaire , pictures , past results , game schedule and contacts . || Diplomats . Team history , past results , pictures , statistics , game schedule and player roster .
http://brisbane.softball.org.au || Includes news , registration information , maps , parents guide and links . From Brisbane . || Includes news , results , calendar , photos and links . Located in Brisbane/Queensland , Australia .
http://sports.excite.com/wcbk/teams/654/index.html || Contains statistics , news , schedule and results , as well as club records and a prospect report . || Features scores , statistics , news headlines , photograph galleries and roster .
http://thetotalathlete.com/ || Girls winter and The Total Athlete and field hockey camps for Total Athlete and up with locations in zbx , az - US , fl . 2003 will include orlando , fl - houston tx - cleveland , oh - long island , ny - santa barbara , ca - and seattle , wa . || Information , camps , leagues , application , pictures , and contacts . Lacrosse camps , clinics , and leagues in Holland , Michigan , West Michigan , for beginners and advanced players of all ages .
http://www.beaumontlittledribblers.com || Beaumont , Beaumont Little Dribblers for youth ages 20 14 . || Beaumont , Texas association for youth ages 6 to 14 .
http://www.ryunrunning.com/ || Biography and other information about the Christian who won a gold medal at the enom and is depicted in the Ryun Running . || Information on former world record holder Jim Ryun and Jim Ryun Running Camps .
http://www.bbc.co.uk/schoolradio/maths/megamaths.shtml || A portable , interactive math exhibit based on the idea of symmetry . Currently plans are being made to take the show to shopping malls , and to mount a replica of the show as a permanent exhibit at the British Broadcasting Corporation . || Based on a popular British television program , this web site for students age 7-10 provides an interactive way to learn and practice multiplication tables . Games , hints , and teaching suggestions are included . Visitors do n't have to be familiar with the television series to enjoy and benefit from the site .
http://herdzone.cstv.com/sports/w-softbl/mars-w-softbl-body.html || Official site with schedule , roster , news , and statistics for blazer softball . || Official site with news , schedule , roster and statistics .
http://www.goduquesne.com/sports/w-track/duqu-w-track-body.html || Ram women 's official site . News , schedule , results , roster , school records , and past season information . || Duke women 's official site . News , schedule , results , roster , and coaching staff .
http://www.thecsusmpride.com// || Student newspaper of GMO . || Student newspaper of California State University , San Marcos .
http://www.leaguelineup.com/29palms || Schedules , results , pictures , and rules for LLC track and field and two from Twentynine Palms , California . || Results , news , schedule , and links for the 29 Palms Track and Field program , in Twentynine Palms , California .
http://www.angelfire.com/nb2/carmeloanthony/index.html || Contains introduction , statistics , background , player-information , accomplishments and picture gallery . || Contains statistics , accomplishment , information and history .
http://www.blogs-collection.com/ || Sites are listed by category and can also be searched . Five are selected as top weblogs , along with a spotlight weblog . || Grouped by category and country .
http://www.usnetpro.com/ || Offers website , multimedia and graphic design services , with a focus on combining aethetics , technology and functionality . Based in australia || Custom website design geared towards easy navigation and quick loading .
http://www.goanchormen.com/teampages/wotrack.html || Anchorwomen outdoor official site . Coaching staff , news , roster , schedule , and school records . || Anchorwomen outdoor official site . Coaching staff , news , roster , schedule , and school records .
http://www.chalgravesportsclub.co.uk/ || Includes news , history , photographs , fixtures , results , league tables and match reports for the Wingfield based club . || Includes fixtures , results , latest news and history for the South Bedfordshire based club .
http://kegs.sourceforge.net/ || Open source emulator for linux , Mac OS , and Windows . || An Apple IIgs emulator for Linux , Unix/X11 , Win32 and Mac OS X. Source code is available .
http://www.gaze.com.au || Official team site , including news , team and player details , message board , merchandise and ticketing information , history and links . || Commentary , memorabilia , merchandise , Kids Club , competitions , photographs , message board , newsletter .
http://socalyouthtrack.homestead.com || Us based running site including ; a statewide running and triathlon calendar , a running news and information site , an online running and track and field shoe store , results of the major running and triathlon events in us . || Southern California resource for youth meet information , results , track and field equipment , All American honors , Athlete of the Month honors and links .
http://www.caribbeancricket.com/ || News , live scores , photos and player profiles . Provides archive scorecards , international cricket information , team ratings , player ranking , upcoming and forthcoming fixtures and schedule . || Features headline links , commentary and discussion for cricket in the West Indies and the Caribbean .
http://sports.yahoo.com/ncaaw/teams/pal/ ||  || Schedule , scores , standings .
http://record.goshen.edu/ || Student weekly of Goshen College in Goshen . || Student weekly of Goshen College .
http://www.cuacardinals.com/sports/mtrack/index || Susquehanna Invitational site . Schedule , roster , coaching staff , school records , and past season information . || Cardinals official site . Schedule , coaching staff , and past season information .
http://tools.ietf.org/html/rfc1956 || The RFC . R. callon . April 1996 . || Registration in the MIL Domain . D. Engebretson , R. Plzak . June 1996 .
http://www.retrogames.com || An excellent site with recent emulation news , as well as emulator downloads and translations . || News site with downloads .
http://www.carleton.edu/curricular/PEAR/club/mlacrosse.html || Cardinals . Games schedule , news articles , roster , summary of the season and statistics . || Knights . Pictures , description of the team , contact information and history .
http://www.merrimackathletics.com/sports/sball/index || MERRIMACKATHLETICS . News items , roster , game schedule , statistics and past results . || Warriors . Pictures , news items , roster , game schedule and scores .
http://www.oswego.edu/athletics/teams/womens_lacrosse/index.html || Great lakers . Season summary , pictures , roster , player records , game schedule , past results and statistics . || Great Lakers . Season summary , pictures , roster , player records , game schedule , past results and statistics .
http://sports.espn.go.com/sports/womenbb/index || Index of women 's basketball team pages -- schedule/results , standings . || Women 's college basketball information , updated daily .
http://greatalne.play-cricket.com/ || Includes news , fixtures and results for the club based in Great Alne on the outskirts of Wales . || Official site of the Cotswold Hills League side with news , fixtures and results from all the teams .
http://www.jss.gr.jp/ || The jss is a nonprofit interdisciplinary organization whose purposes are to promote the scientific study of type and clustering , and to disseminate scientific and educational information related to its fields of interests . || Aims to promote research and education in the area of statistics , and to contribute to the progress of statistical science .
http://thomasokken.com/free42/ || An open source Thomas Okken emulator for linux and windows/cygwin . || Open source HP-42S emulator for Linux/i386 , Mac OS , PalmOS , Pocket PC , Windows , and Zaurus X/Qt .
http://www.spectaculator.com/ || A freeware kay 1024 , pentagon 128/512/1024 , profi 1024 , scorpion zs 256 , and spectrum 128 emulator for windows . || A commercial emulator for Windows .
http://simh.trailing-edge.com/ || An open source Melbourne IT Ltd for linux and windows/cygwin . || An open source collection of emulators for Windows of historical computers , including GRI-909 , HP 2116/2100/21MX , IBM 1401/1620/1130 / System 3 , PDP-1 / 4/7-11 / 15/VAX . Also provides software kits , system photographs , and technical papers .
http://hp.giesselink.com/emu28.htm || An open source CPS-Datensysteme GmbH emulator for windows . || An open source HP18C/28C emulator for Windows .
http://www.psa-squash.com/ || Competitive squash for men and women over 30 . All rankings catered for . Includes rules , historical results , cost , membership details , news , and calendar . || Squash Means Business . Official men 's world rankings , news , calendar , past champions ' history , and television transmissions times .
http://www.groveparksquash.org.uk || Information on teams , juniors and history . Located in Cheshire . || Information on teams , juniors and history . Located in Stockport , England .
http://www.math.umn.edu/~dhjiang/ || University of Minnesota . Epresentation theory of finite groups , algebraic number theory , brauer groups , ring theory , algebraic coding theory . Selected publications , teaching material . || University of Minnesota . Automorphic Forms , Representation Theory , Number Theory .
http://www.carpenterdesigns.com/ || Specializes in web design , web maintenance , and custom graphics for small businesses . || Web and graphic design , custom graphics and illustrations . Free graphics . Photo editing , SEO and small business tips .
http://oric.skarstad.net/ || Various pages for the oric micro , including a collection of hints , tips , cheats , maps and solutions for oric games . Also a guide to the Ascio Technologies , Inc , oric.skarstad . || A site full of downloadable games for the oric and the oric manual for use with the Oric emulator .
http://www.gwhatchet.com/ || Twice-weekly newspaper for George Washington University . || Twice-weekly independent student newspaper of George Washington University . Podcast and weblog .
http://www.sundridge-park-squash.co.uk || Located in Oxford , england . Includes coaching details , leagues , fixtures and results , and a listing of fees . || Located in Bromley , London , England . Describes the club 's history and facilities , league information , and membership fees .
http://www.dukecard.com/dukecard.html || Fan page about Duke . Information , news , links pictures , and fan sections . || Information for card collectors covering both current and former players .
http://www.weybridgecc.co.uk || Includes news , fixtures , results , league tables for the and based club . || Includes news , fixtures , results and league tables for this Surrey based club .
http://news.harvard.edu/gazette/ || Twice-weekly student newspaper of the Harvard University in Cambridge . || Weekly published by the Harvard News Office in Cambridge .
http://goxavier.cstv.com/sports/w-baskbl/xavi-w-baskbl-body.html ||  || Musketeers - official web site with news , roster , schedule , statistics .
http://news.cnet.com/2100-1001-272789.html || CNET announced plans to fully support the Windows , CBS Interactive and Linux operating systems running on top of VMWare 's virtual machine software as part of an extension of its partnership with the maker of virtual machine software for Microsoft . || The maker of software that lets computers run several operating systems simultaneously says Microsoft is using its application to simplify product demos .
http://tmll.net/ || Association and league information includes news releases , tournament results , game schedules , arena directories , related links and contacts . || Includes registration information , rules , team schedules , rosters , and statistics .
http://www.sckans.edu/athletics/basketball-mens/ || Moundbuilders - official web site . || Moundbuilders - official web site .
http://vmblog.com/ || Alessandro perilli 's blog covering Microsoft , VMware and related virtual machine products . || David Marshall 's Blog covering virtualization news and technology information such as from VMware , Xen , SWsoft and Microsoft .
http://www.athletics.com.au/ || Provincial organizing body for track and field , cross country running , race walking , and road racing . News , programs , calendar , results , records and rankings . || Event information , results , records and rankings , photos and news .
http://www.milnertonsquash.co.za || Information on membership , tournaments , leagues and social activities . Located in Milnerton . || Membership , league and social information . Located in Milnerton , South Africa .
http://www.mesart.com/ || Offers webdesign , flash , and graphic design for artists . || Offers web hosting and design services for artists .
http://www3.webng.com/hatfieldcc/index.htm || Includes fixtures , results , averages and photographs for the club based in Us . || Contains records and averages information for this group participating in the Saracens Hertfordshire Cricket League .
http://www.ispsquash.com/ || Online squash league for some localities in Maharashtra , India , and ISP . Includes results and forums . || News , results , and lots of information on different aspects of squash .
http://www.mid-centralconf.org/sport/4/14.php ||  || MCC men 's official site with championship team results .
http://www.squashbarbados.org || Includes news items , details of the casa tournament , player rankings , a calendar of upcoming events , and player profiles . || Includes news items , details of the CASA tournament , player rankings , a calendar of upcoming events , and player profiles .
http://www.cf-cc.co.uk/ || Presents news , fixtures , history , averages , photographs and contact details for the Devon based club . || Presents fixtures , players , history , officials , links , and contacts for the Devon based club .
http://atariarea.krap.pl/PLus/index_us.htm || A mac os x port of atari800 . || Windows port of Atari800 based on the original Atari800Win v2 .5 c sources .
http://www.bobbysoxsoftball.org/ || A youth sports organization concentrating on girls fastpitch softball tournaments . National fastpitch tournaments are held in Buena Park . || National fastpitch organization founded in Buena Park , California .
http://www.komires.com/gb/page4.html || A commercial 130xe , 9 , 65xe , 800xl emulator for dos and slawomir.koziol . || A commercial 130XE , 400 , 65XE , 800 , 800XL emulator for DOS and Windows .
http://ase.tufts.edu/athletics/womenlacrosse/ || Jumbos . Tufts University , season highlights , roster , statistics , game schedule , past results and pictures . || Jumbos . News items , season highlights , roster , statistics , game schedule , past results and pictures .
http://owlsports.cstv.com/sports/m-track/tem-m-track-body.html || Duke men 's official site . News , schedule , roster , coaching staff , and school records . || Owl men 's official site . News , schedule , roster , coaching staff , and recruiting questionnaire .
http://gocaltech.com/sports/track/index || Occidental Invitational and UC San Diego schedule , results , roster , coaching staff , history , school records and past season information . || Beaver schedule , results , roster , coaching staff , and past season information .
http://www.chislehurst-cc.co.uk || Includes News , fixtures , results , match reports , photographs of the Wales based club . || Includes news , results , match reports , history and photographs of the Kent based club .
http://heswall-squash.merseyside.org || Information on facilities , leagues , teams and membership . Located in Liverpool , heswall , england . || League , teams , juniors and membership information . Located in Heswall , Merseyside , England .
http://www.downecricketclub.co.uk/ || Includes news , fixtures , results , match reports , league tables and photographs for the club based in Westerham . || Includes news , information , averages , fixtures , results , match reports and photographs for the club based in Kent .
http://homepage.ntlworld.com/jontydog/ || A freeware kay 1024 , pentagon 128/512/1024 , profi 1024 , scorpion zs 256 , and spectrum 128 emulator for windows . || Emulators and games for download .
http://www.sangaku.info/ || Discusses the development of numbers , addition tables , exercise problems and solutions for quadratic equations in One of oldest known civilizations . || Japanese votive tablets featuring mathematical problems . Examples with pictures and further resources .
http://www.chsquash.org || Information on membership , tournaments , leagues and social activities . Located in Victoria . || Information on leagues and tournaments . Located in Victoria , British Columbia , Canada .
http://www.elon.edu/pendulum/ || Student weekly of the Elon University . || Student weekly of Elon University .
http://www.suffolkjournal.net/ || Daily student newspaper of Suffolk University in cambridge . || Weekly undergraduate student newspaper of Suffolk University .
http://hoops-forthegame.com || Provides youth basketball facilities and offers youth basketball teams opportunities for youth boy 's and girl 's tournaments throughout the year in the midwest us . || For The Game provides quality youth basketball facilities and offers youth basketball teams opportunities for youth boy 's and girl 's tournaments throughout the year in the midwest US .
http://www.setonhill.edu/athletics/softball/index.cfm ||  || Official site of the Griffins with roster , schedule and news .
http://athletics.trincoll.edu/sports/msquash/index || Contains pictures , quick facts , a roster , coaching staff , bryan.adams , and a season preview . || Team picture , quick facts , roster , seasonal outlook , coaching staff and a schedule of upcoming games .
http://williams.prestosports.com/sports/wlax/index || Panthers . Includes schedule with results , roster , statistics , News , history and information on coaches . || Ephs . Includes schedule with results , roster , statistics , news , history , photos and information on coaches .
http://sports.excite.com/wcbk/teams/70/index.html || Contains statistics , news , schedule and results , as well as club records and a prospect report . || Features scores , statistics , news headlines , photograph galleries and roster .
http://www.eteamz.com/ohioheat/ || Fastpitch teams from Mark , Ohio . || Girls fastpitch teams from Springfield , Ohio .
http://www.neovault.com || Animations describing Neo Vault , vaulting poles and the math behind the limit of a pole vault , with many related links . || Contains news and training articles as well as video clips for the pole vault .
http://www.laxphotos.com/ || A message board to discuss stick tech , gear , training , rules , and tactics . || Lacrosse Magazine photographer features his photos from college , pro , high school , club and recreational leagues .
http://www.herefordwx.co.uk || A squash tennis and Club in lee-on-the-solent , hampshire , england . || A tennis and squash club in Herefordshire , England . Includes a history of the club , special pricing for racquets , fixtures , and news items .
http://www.huntington-news.com/ || Independent student weekly of Huntington News in US . || Student-produced weekly of Northeastern University in Boston .
http://www.lec.edu/athletics/softball || Storm - official site with game schedule , roster , recruiting information , pictures and scores . || Storm - official site with game schedule , roster , recruiting information , pictures and scores .
http://www.chargerathletics.com/sports/sball/index || Deacons . Press releases , pictures , roster , a schedule of games and results . || Chargers . A calendar of upcoming games , past results , roster and records .
http://www.upenn.edu/gazette/ || Undergraduate weekly of ideas and opinions at the University of Pennsylvania in Philadelphia . || Alumni magazine of the University of Pennsylvania .
http://www.guelphslopitch.com/ || Adult recreational sports leagues available throughout the year for teams and individuals in cities across the Guelph . || Recreational Slo-Pitch League based out of Guelph for men 30 years of age and over . Constitution , schedule , rules , scores , and contacts .
http://tools.ietf.org/html/rfc1101 || Report of the second . V.g. cerf . August 1989 . || DNS Encoding of Network Names and Other Types . P.V. Mockapetris . April 1989 .
http://www.oberlin.edu/stupub/ocreview/ || Student weekly of john.bucher in oberlin . || Student weekly of Oberlin College .
http://www.bclacrosse.com/ || Includes registration information , rules , team schedules , rosters , and statistics . || Schedules , scores , rules and news items .
http://www.usctrojans.com/sports/c-track/usc-c-track-body.html ||  || Trojans official site . News , roster , schedule , results , school records , recruiting questionnaire , facilities , and past season information .
http://www.hawaiilacrosse.com/ || Located in hawaii with registration forms , statistics , photographs , schedules , lodging , directions , advertising information the rules of the event . || Located in Oahu with a picture gallery , Hawaii lacrosse teams , registration details and tourism information .
http://www.laxspot.com || Professional and collegiate lacrosse news , pictures , and commentary . || An online community for players , coaches , parents , and fans of lacrosse . Features user weblogs , groups , videos and forums .
http://www.conferencecarolinas.com/sports/wlax/index || Yellow jackets . Includes schedule with results , roster , statistics , and records . || Official conference site . Scores , news , statistics , and Player of the Week .
http://www.gozapit.com || Provides design , hosting , custom graphics , domain registration , e-commerce , search engine submission , and flash development . || Offers web design , hosting , e-commerce , search engine submission , and custom programming .
http://cse.lmu.edu/departments/math.htm || Department of mathematics . || Department of Mathematics .
http://www.kkr.in/ || Official site for the team providing kkr , team details , videos and downloads . Allows fans to create personalized email ids . || Find latest news , trivia , downloads and team details . Also enjoy watching Hooglee cartoons , cheerleader videos and reading the blog .
http://www.cbltsc.com || Information on membership , tournaments , leagues and social activities . Located in Manchester . || Information on membership , leagues , teams and juniors . Located in Amersham , Buckinghamshire , England .
http://www.sams.asn.au/ || Based in Adelaide , united states and sponsors leagues for area players . Provides pictures , donation details , schedules , mailing list , and ladders . || Competitive squash for men and women over 30 . All rankings catered for . Includes rules , historical results , cost , membership details , news , and calendar .
http://www.edge.org/documents/archive/edge28.html || A not-for-profit education research and development organization dedicated to improving mathematics , science and technology teaching and learning . || A cerebral basis for number sense by Stanislas Dehaene .
http://fausports.cstv.com/sports/c-track/fau-c-track-body.html || FAU official site . News , roster , coaching staff , schedule , results , season bests , and past season information . || Owls official site . News , roster , coaching staff , schedule , results , season bests , and past season information .
http://www.emulators.com/ || Covers freeware and open source emulators and applications , as well as information pertaining to their use . || Developers of SoftMac and FUSION , emulators of 68xxx-based Macintosh computers .
http://www.borcherds.co.uk/murklesoft/riscos/6502em.html || A Windows frontend for the BBC RISC OS , b-em , pcbbc and the electron emulator electrem . || A commercial BBC/Master/Compact / Electron emulator for RISC OS 3.1 or above .
http://www.stanford.edu/group/squash/ || Profiles of the coach and assistant coach , team roster with member photographs , game schedule , match results and facilities . || Club team open to all Stanford University affiliates . News , roster , coach profile , schedule , images , and related links .
http://www.tiffin.edu/athletics/women/softball/ || Official site of the dragons with schedule , roster and statistics . || Official site of the Dragons with schedule , roster and statistics .
http://www.incurableart.com/ || Several galleries generated using Key-Systems GmbH , ok , incurableart , and fractint . || Several galleries of Ultra Fractal and Fractal ViZion rendered images , and poetry .
http://www.bannister.org/software/rainbow.htm || A mac os x port of atari800 . || A MacOS X port by Richard Bannister of Rainbow .
http://www.thecandor.com/ || Student weekly of Benedictine University in Lisle . || Student weekly of Benedictine University in Lisle .
http://www.thesciac.org/sports/mtrack/index || SCIAC official site . Dual meet standings , composite schedule , conference leaders and history . || SCIAC men 's official site . Dual meet standings , composite schedule , conference leaders and history .
http://www.theproblemsite.com/problems/maml/ || Contains interactive tests in algebra , geometry and trigonometry for students preparing to go to college . || Creative and challenging math problems appropriate for high school students , updated often . Questions are archived .
http://1emulation.com || News and forums . || News and forums .
http://www.soonersports.com/sports/w-softbl/okla-w-softbl-body.html || Official site with roster , schedule , statistics and news for lady bear softball . || Official site with roster , schedule , statistics and news for Sooner softball .
http://www.ttucrusaders.com/sport/7/7.php || Crusaders - official web site with news , schedule , roster . || Crusaders - official web site with news , schedule , roster .
http://www.golutes.com/sports/mbkb/index || The pioneers official site . Features coaching staff profiles , game schedules and results , team rosters , and statistics . || The Lutes ' official site . Features coach profiles , schedules , results , records , and fact sheets .
http://www.brockport.edu/athletics/indoortrack/ || Brockport Athletics official site . Schedule , results , news , roster , season bests , coaching staff , school records , pictures , and past season information . || Golden Eagles indoor official site . Schedule , results , news , roster , season bests , coaching staff , school records , pictures , and past season information .
http://www.orlandparksparks.com/ || Girls fastpitch softball teams from Orland Park Sparks , illinois . || Girls fastpitch teams from Orland Park , Illinois .
http://www.lawrence.edu/athletics/softball/ || National Fastpitch Coaches Association . Contains news items , roster , history of the team , coaching staff , season highlights , and scores . || Vikings . Includes a season preview , roster , statistics , coaching staff , past seasons , and records .
http://www.twcbulldogs.com/sport/6/14.php || Official site of the cavaliers with a picture of the team , player roster , statistics , scores , game schedule , and a season preview . || Official site of the Bulldogs with pictures , roster , standings , records , highlights , and a recruiting questionnaire .
http://www.bloggeries.com/ || Alphabetized listing includes excerpts from posts to give the reader an idea of what they 're like . || Categorized listing of weblogs from around the world .
http://b-em.bbcmicro.com/arculator/ || Open Acorn Archimedes emulator for linux , RISC OS , and Windows . || Arculator , an open source Archimedes emulator for Windows , and RPCEmu , an open source RiscPC emulator for DOS , Linux , and Windows .
http://www.ealingsfc.co.uk || Located in Ealing , england . Includes coaching details , leagues , fixtures and results , and a listing of fees . || Located in Ealing , London , England . Includes fitness facilities , team information , coaching , membership and fees .
